ref,position,word,volume,topic_id,meaning_id,operator,vocalized_form,source_part,source_page,confidence
2:3,3,وَيُقِيمُونَ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:3,4,ٱلصَّلَوٰةَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:3,5,وَمِمَّا,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:3,5,وَمِمَّا,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:3,5,وَمِمَّا,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:3,6,رَزَقْنَٰهُمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:3,7,يُنفِقُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:4,0,وَٱلَّذِينَ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:4,0,وَٱلَّذِينَ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:4,0,وَٱلَّذِينَ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:4,0,وَٱلَّذِينَ,1,RELATIVE,REL_PL_M,الَّذينَ,الَّذِينَ,1,119,0.85
2:4,1,يُؤْمِنُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:4,2,بِمَآ,3,PREP_BA,BA_ILSAQ,بِ,بِ,3,160,0.8
2:4,2,بِمَآ,3,PREP_BA,BA_ISTIANA,بِ,بِ,3,162,0.8
2:4,2,بِمَآ,3,PREP_BA,BA_SABABIYYA,بِ,بِ,3,164,0.8
2:4,2,بِمَآ,3,PREP_BA,BA_MUSAHABA,بِ,بِ,3,166,0.8
2:4,2,بِمَآ,3,PREP_BA,BA_ZARFIYYA,بِ,بِ,3,167,0.8
2:4,2,بِمَآ,3,PREP_BA,BA_BADAL,بِ,بِ,3,168,0.8
2:4,2,بِمَآ,3,PREP_BA,BA_MUQABALA,بِ,بِ,3,168,0.8
2:4,2,بِمَآ,3,PREP_BA,BA_QASAM,بِ,بِ,3,170,0.8
2:4,2,بِمَآ,3,PREP_BA,BA_TAADIYA,بِ,بِ,3,172,0.8
2:4,2,بِمَآ,3,PREP_BA,BA_ZAIDA,بِ,بِ,3,174,0.8
2:4,2,بِمَآ,4,QASAM_PARTICLES,QASAM_BA,بِ,بِ,4,127,0.8
2:4,2,بِمَآ,1,RELATIVE,REL_GENERAL_NON_RATIONAL,ما,مَا,1,120,0.85
2:4,2,بِمَآ,4,SHART_MA,MA_SHART,ما,مَا,4,42,0.85
2:4,2,بِمَآ,4,SHART_MA_ZAIDA,MA_ZAIDA_BAAD_IN,ما,مَا,4,80,0.85
2:4,2,بِمَآ,4,QASAM_JAWAB,MA_JAWAB_QASAM_MANFI,ما,مَا,4,133,0.85
2:4,2,بِمَآ,4,TAJAUB,TAJAUB_MA_AFAL,ما,مَا,4,140,0.85
2:4,3,أُنزِلَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:4,4,إِلَيْكَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:4,5,وَمَآ,3,WAW_ATAF,INJECTED:waw_atf_same_pattern,و,وَ,3,-,0.85
2:4,5,وَمَآ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:4,5,وَمَآ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:4,5,وَمَآ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:4,5,وَمَآ,1,RELATIVE,REL_GENERAL_NON_RATIONAL,ما,مَا,1,120,0.85
2:4,5,وَمَآ,4,SHART_MA,MA_SHART,ما,مَا,4,42,0.85
2:4,5,وَمَآ,4,SHART_MA_ZAIDA,MA_ZAIDA_BAAD_IN,ما,مَا,4,80,0.85
2:4,5,وَمَآ,4,QASAM_JAWAB,MA_JAWAB_QASAM_MANFI,ما,مَا,4,133,0.85
2:4,5,وَمَآ,4,TAJAUB,TAJAUB_MA_AFAL,ما,مَا,4,140,0.85
2:4,6,أُنزِلَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:4,7,مِن,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:4,7,مِن,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:4,7,مِن,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
2:4,7,مِن,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.95
2:4,7,مِن,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.92
2:4,7,مِن,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.9
2:4,7,مِن,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.92
2:4,7,مِن,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.88
2:4,7,مِن,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.95
2:4,8,قَبْلِكَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:4,9,وَبِٱلْـَٔاخِرَةِ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:4,9,وَبِٱلْـَٔاخِرَةِ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:4,9,وَبِٱلْـَٔاخِرَةِ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:4,10,هُمْ,1,PRONOUN,3RD_PL_M_SUBJ,هُم,هُمْ,1,35,0.95
2:4,10,هُمْ,1,PRONOUN,3RD_PL_M_NASB_JARR,هُم,هُمْ,1,42,0.92
2:4,11,يُوقِنُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:5,0,أُو۟لَٰٓئِكَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:5,1,عَلَىٰ,3,PREP_ALA,ALA_ISTILA,عَلى,عَلَى,3,75,0.95
2:5,1,عَلَىٰ,3,PREP_ALA,ALA_TAALIL,عَلى,عَلَى,3,76,0.92
2:5,2,هُدًى,0,ZERO,NO_MATCH,,,-,-,0.0
2:5,3,مِّن,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:5,3,مِّن,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:5,3,مِّن,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
2:5,3,مِّن,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.95
2:5,3,مِّن,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.92
2:5,3,مِّن,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.9
2:5,3,مِّن,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.92
2:5,3,مِّن,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.88
2:5,3,مِّن,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.95
2:5,4,رَّبِّهِمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:5,5,ۖ,0,ZERO,NO_MATCH,,,-,-,0.0
2:5,6,وَأُو۟لَٰٓئِكَ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:5,6,وَأُو۟لَٰٓئِكَ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:5,6,وَأُو۟لَٰٓئِكَ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:5,7,هُمُ,1,PRONOUN,3RD_PL_M_SUBJ,هُم,هُمْ,1,35,0.95
2:5,7,هُمُ,1,PRONOUN,3RD_PL_M_NASB_JARR,هُم,هُمْ,1,42,0.92
2:5,8,ٱلْمُفْلِحُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:6,0,إِنَّ,4,QASAM_JAWAB,IN_JAWAB_QASAM,إِنّ,إِنَّ,4,134,0.95
2:6,1,ٱلَّذِينَ,1,RELATIVE,REL_PL_M,الَّذينَ,الَّذِينَ,1,119,0.95
2:6,2,كَفَرُوا۟,1,PRONOUN,2ND_SG_M_NASB_JARR,ك,كَ,1,42,0.8
2:6,2,كَفَرُوا۟,3,PREP_KAF,KAF_TASHBEEH,كَ,كَ,3,127,0.8
2:6,2,كَفَرُوا۟,3,PREP_KAF,KAF_TAALIL,كَ,كَ,3,130,0.8
2:6,2,كَفَرُوا۟,3,PREP_KAF,KAF_ZAIDA,كَ,كَ,3,132,0.8
2:6,3,سَوَآءٌ,4,SIN_SAWFA,SIN_TANFEES_QAREEB,سَ,سَ,4,170,0.8
2:6,4,عَلَيْهِمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:6,5,ءَأَنذَرْتَهُمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:6,6,أَمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:6,7,لَمْ,4,JAZM_LAM,LAM_NAFI_MUDARI_MADI,لَم,لَمْ,4,15,0.95
2:6,8,تُنذِرْهُمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:6,9,لَا,4,JAZM_LA_NAHIYA,LA_NAHIYA,لا,لا,4,22,0.95
2:6,10,يُؤْمِنُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:7,0,خَتَمَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:7,1,ٱللَّهُ,0,ZERO,NO_MATCH,,,-,-,0.0
2:7,2,عَلَىٰ,3,PREP_ALA,ALA_ISTILA,عَلى,عَلَى,3,75,0.95
2:7,2,عَلَىٰ,3,PREP_ALA,ALA_TAALIL,عَلى,عَلَى,3,76,0.92
2:7,3,قُلُوبِهِمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:7,4,وَعَلَىٰ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:7,4,وَعَلَىٰ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:7,4,وَعَلَىٰ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:7,4,وَعَلَىٰ,3,PREP_ALA,ALA_ISTILA,عَلى,عَلَى,3,75,0.85
2:7,4,وَعَلَىٰ,3,PREP_ALA,ALA_TAALIL,عَلى,عَلَى,3,76,0.85
2:7,5,سَمْعِهِمْ,4,SIN_SAWFA,SIN_TANFEES_QAREEB,سَ,سَ,4,170,0.8
2:7,6,ۖ,0,ZERO,NO_MATCH,,,-,-,0.0
2:7,7,وَعَلَىٰٓ,3,WAW_ATAF,INJECTED:waw_atf_same_pattern,و,وَ,3,-,0.85
2:7,7,وَعَلَىٰٓ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:7,7,وَعَلَىٰٓ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:7,7,وَعَلَىٰٓ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:7,7,وَعَلَىٰٓ,3,PREP_ALA,ALA_ISTILA,عَلى,عَلَى,3,75,0.85
2:7,7,وَعَلَىٰٓ,3,PREP_ALA,ALA_TAALIL,عَلى,عَلَى,3,76,0.85
2:7,8,أَبْصَٰرِهِمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:7,9,غِشَٰوَةٌ,0,ZERO,NO_MATCH,,,-,-,0.0
2:7,10,ۖ,0,ZERO,NO_MATCH,,,-,-,0.0
2:7,11,وَلَهُمْ,1,PRONOUN,3RD_PL_M_SUBJ,هُم,هُمْ,1,35,0.85
2:7,11,وَلَهُمْ,1,PRONOUN,3RD_PL_M_NASB_JARR,هُم,هُمْ,1,42,0.85
2:7,11,وَلَهُمْ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:7,11,وَلَهُمْ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:7,11,وَلَهُمْ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:7,12,عَذَابٌ,0,ZERO,NO_MATCH,,,-,-,0.0
2:7,13,عَظِيمٌ,0,ZERO,NO_MATCH,,,-,-,0.0
2:8,0,وَمِنَ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:8,0,وَمِنَ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:8,0,وَمِنَ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:8,0,وَمِنَ,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.85
2:8,0,وَمِنَ,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.85
2:8,0,وَمِنَ,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.85
2:8,0,وَمِنَ,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.85
2:8,0,وَمِنَ,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.85
2:8,0,وَمِنَ,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.85
2:8,0,وَمِنَ,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.85
2:8,0,وَمِنَ,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.85
2:8,0,وَمِنَ,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.85
2:8,1,ٱلنَّاسِ,0,ZERO,NO_MATCH,,,-,-,0.0
2:8,2,مَن,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:8,2,مَن,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:8,2,مَن,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
2:8,2,مَن,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.95
2:8,2,مَن,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.92
2:8,2,مَن,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.9
2:8,2,مَن,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.92
2:8,2,مَن,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.88
2:8,2,مَن,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.95
2:8,3,يَقُولُ,0,ZERO,NO_MATCH,,,-,-,0.0
2:8,4,ءَامَنَّا,0,ZERO,NO_MATCH,,,-,-,0.0
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_ILSAQ,بِ,بِ,3,160,0.8
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_ISTIANA,بِ,بِ,3,162,0.8
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_SABABIYYA,بِ,بِ,3,164,0.8
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_MUSAHABA,بِ,بِ,3,166,0.8
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_ZARFIYYA,بِ,بِ,3,167,0.8
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_BADAL,بِ,بِ,3,168,0.8
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_MUQABALA,بِ,بِ,3,168,0.8
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_QASAM,بِ,بِ,3,170,0.8
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_TAADIYA,بِ,بِ,3,172,0.8
2:8,5,بِٱللَّهِ,3,PREP_BA,BA_ZAIDA,بِ,بِ,3,174,0.8
2:8,5,بِٱللَّهِ,4,QASAM_PARTICLES,QASAM_BA,بِ,بِ,4,127,0.8
2:8,6,وَبِٱلْيَوْمِ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:8,6,وَبِٱلْيَوْمِ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:8,6,وَبِٱلْيَوْمِ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:8,7,ٱلْـَٔاخِرِ,0,ZERO,NO_MATCH,,,-,-,0.0
